"athlete_id","position_group","n_pair","r","ci_lo","ci_hi","pair","context"
"P15","Forward",59,0.27764923794919,0.0232177696991396,0.498301737803257,"HRpeak vs sRPE","practice"
"P16","Defenseman",60,0.609134541127138,0.420204711267938,0.747448209630225,"HRpeak vs sRPE","practice"
"P17","Forward",61,0.517209128674599,0.30512969740864,0.680410493556507,"HRpeak vs sRPE","practice"
"P18","Forward",63,0.509290448825434,0.299291298355024,0.67223050269583,"HRpeak vs sRPE","practice"
"P19","Forward",62,0.425936424350808,0.197141157670153,0.610731705438173,"HRpeak vs sRPE","practice"
"P01","Forward",60,0.581275939551134,0.384034913212835,0.727780070662769,"TRIMP vs sRPE","practice"
"P02","Forward",47,0.558683244396997,0.323401434397909,0.728907562723965,"TRIMP vs sRPE","practice"
"P03","Defenseman",62,0.469576195646644,0.249013603880801,0.643832386566647,"TRIMP vs sRPE","practice"
"P04","Defenseman",50,0.728547798698385,0.5647192888009,0.837133528996075,"TRIMP vs sRPE","practice"
"P05","Defenseman",60,0.76724630299822,0.63752624103308,0.854663147261924,"TRIMP vs sRPE","practice"
"P06","Forward",56,0.597886192781436,0.397460298422492,0.74386292895449,"TRIMP vs sRPE","practice"
"P07","Defenseman",59,0.733760844603788,0.588203940082105,0.833269213074275,"TRIMP vs sRPE","practice"
"P08","Defenseman",60,0.474745923045929,0.251090055873362,0.650279603171225,"TRIMP vs sRPE","practice"
"P09","Defenseman",51,0.676320818885323,0.492537809610983,0.802358522292123,"TRIMP vs sRPE","practice"
"P10","Forward",50,0.748804171576411,0.594331801906383,0.849990191586744,"TRIMP vs sRPE","practice"
"P11","Forward",54,0.751245073405053,0.605228538050154,0.84835566421337,"TRIMP vs sRPE","practice"
"P12","Forward",58,0.742856426442926,0.599612258858885,0.839979690210741,"TRIMP vs sRPE","practice"
"P13","Forward",63,0.734500887629025,0.595019704416257,0.831031741978558,"TRIMP vs sRPE","practice"
"P14","Defenseman",40,0.797336211016117,0.646370992057333,0.888229238792339,"TRIMP vs sRPE","practice"
"P15","Forward",59,0.546534788429534,0.337718936238604,0.704076074900384,"TRIMP vs sRPE","practice"
"P16","Defenseman",60,0.663571398743092,0.49265821057073,0.785193259122779,"TRIMP vs sRPE","practice"
"P17","Forward",61,0.628497842655754,0.447502836675114,0.760029613458424,"TRIMP vs sRPE","practice"
"P18","Forward",63,0.551316994885573,0.351576248674246,0.703047761132342,"TRIMP vs sRPE","practice"
"P19","Forward",62,0.576977540592118,0.38230331448075,0.722609957460034,"TRIMP vs sRPE","practice"
"P01","Forward",60,0.509764506306993,0.293880184076255,0.676165171445036,"HR80 mins vs sRPE","practice"
"P02","Forward",47,0.572080064528041,0.340920492374145,0.738005547583203,"HR80 mins vs sRPE","practice"
"P03","Defenseman",62,0.467449804248095,0.246456395574882,0.642234497801275,"HR80 mins vs sRPE","practice"
"P04","Defenseman",50,0.677112906123202,0.491376263933349,0.803939811191963,"HR80 mins vs sRPE","practice"
"P05","Defenseman",60,0.761701903854877,0.629539548731712,0.851025558137021,"HR80 mins vs sRPE","practice"
"P06","Forward",56,0.46438045132715,0.229498435354174,0.648150916020626,"HR80 mins vs sRPE","practice"
"P07","Defenseman",59,0.723857836344318,0.574216430570536,0.826697536069831,"HR80 mins vs sRPE","practice"
"P08","Defenseman",60,0.442475693696964,0.212417238172148,0.626059196513034,"HR80 mins vs sRPE","practice"
"P09","Defenseman",51,0.643222553927481,0.446847864970522,0.780460519109926,"HR80 mins vs sRPE","practice"
"P10","Forward",50,0.730654162154929,0.567779024578198,0.838476044513103,"HR80 mins vs sRPE","practice"
"P11","Forward",54,0.740307417014666,0.589375992396,0.841300979787821,"HR80 mins vs sRPE","practice"
"P12","Forward",58,0.715001831729636,0.560156932703192,0.821568695992867,"HR80 mins vs sRPE","practice"
"P13","Forward",63,0.769648180102469,0.644851017223328,0.854472267163388,"HR80 mins vs sRPE","practice"
"P14","Defenseman",40,0.80852730728658,0.664341557535295,0.894695287724629,"HR80 mins vs sRPE","practice"
"P15","Forward",59,0.580349779935335,0.380871611634472,0.728207786349789,"HR80 mins vs sRPE","practice"
"P16","Defenseman",60,0.664116647674645,0.493396104263942,0.785566803459942,"HR80 mins vs sRPE","practice"
"P17","Forward",61,0.697161588729356,0.540173587870173,0.807259971748034,"HR80 mins vs sRPE","practice"
"P18","Forward",63,0.590919471582852,0.402012804757126,0.731575180470049,"HR80 mins vs sRPE","practice"
"P19","Forward",62,0.563976214530488,0.365725292777707,0.713270730214089,"HR80 mins vs sRPE","practice"
"P01","Forward",60,0.647132883586976,0.470526522673157,0.773889691037246,"TRIMP vs sRPE-TL","practice"
"P02","Forward",47,0.594923864015873,0.371168338061242,0.753381226869077,"TRIMP vs sRPE-TL","practice"
"P03","Defenseman",62,0.553163677023099,0.352033351781644,0.705463183385052,"TRIMP vs sRPE-TL","practice"
"P04","Defenseman",50,0.827607872847493,0.713661096536352,0.898885779394546,"TRIMP vs sRPE-TL","practice"
"P05","Defenseman",60,0.83611987193438,0.739118524496775,0.899145626879533,"TRIMP vs sRPE-TL","practice"
"P06","Forward",56,0.711766385731401,0.552194581085137,0.821032270750751,"TRIMP vs sRPE-TL","practice"
"P07","Defenseman",59,0.789895133271243,0.669171657926811,0.86999619423245,"TRIMP vs sRPE-TL","practice"
"P08","Defenseman",60,0.634106726249787,0.453145393268597,0.764874831038137,"TRIMP vs sRPE-TL","practice"
"P09","Defenseman",51,0.721424187250873,0.556474785103812,0.831662724935928,"TRIMP vs sRPE-TL","practice"
"P10","Forward",50,0.768393092504682,0.623372593707709,0.862309627575789,"TRIMP vs sRPE-TL","practice"
"P11","Forward",54,0.832358805333644,0.726519791453761,0.899618758331247,"TRIMP vs sRPE-TL","practice"
"P12","Forward",58,0.752967646916799,0.614108907422081,0.846608015715494,"TRIMP vs sRPE-TL","practice"
"P13","Forward",63,0.813572174784099,0.708653856390209,0.883288550676056,"TRIMP vs sRPE-TL","practice"
"P14","Defenseman",40,0.873934042008887,0.772814705405708,0.931777551931337,"TRIMP vs sRPE-TL","practice"
"P15","Forward",59,0.703557889673398,0.545814262959171,0.813138122593557,"TRIMP vs sRPE-TL","practice"
"P16","Defenseman",60,0.752608904048513,0.616501292756505,0.845041174525863,"TRIMP vs sRPE-TL","practice"
"P17","Forward",61,0.761040579821943,0.629946428918531,0.849968436749017,"TRIMP vs sRPE-TL","practice"
"P18","Forward",63,0.656511151164126,0.488148620372514,0.777764599910333,"TRIMP vs sRPE-TL","practice"
"P19","Forward",62,0.692872785004841,0.53583487442177,0.803576052507882,"TRIMP vs sRPE-TL","practice"
"P01","Forward",60,0.415596027826009,0.180745405743709,0.605610585938455,"HR80 mins vs sRPE-TL","practice"
"P02","Forward",47,0.467658012142172,0.208490628889069,0.665456738578087,"HR80 mins vs sRPE-TL","practice"
"P03","Defenseman",62,0.514555282551367,0.303835937198953,0.677279792388952,"HR80 mins vs sRPE-TL","practice"
"P04","Defenseman",50,0.672724225694627,0.485237914947363,0.801070490751407,"HR80 mins vs sRPE-TL","practice"
"P05","Defenseman",60,0.752109370643271,0.615787179128266,0.844711743811728,"HR80 mins vs sRPE-TL","practice"
"P06","Forward",56,0.474671044105826,0.241965722299176,0.655740843166704,"HR80 mins vs sRPE-TL","practice"
"P07","Defenseman",59,0.716921446966541,0.564470872899753,0.82207774901659,"HR80 mins vs sRPE-TL","practice"
"P08","Defenseman",60,0.48596253249226,0.264701428185639,0.658615474120353,"HR80 mins vs sRPE-TL","practice"
"P09","Defenseman",51,0.602676139501504,0.392238451923027,0.753167886367875,"HR80 mins vs sRPE-TL","practice"
"P10","Forward",50,0.64727230548413,0.449999552628269,0.784312902155537,"HR80 mins vs sRPE-TL","practice"
"P11","Forward",54,0.733904377990398,0.580149344825321,0.837155054067555,"HR80 mins vs sRPE-TL","practice"
"P12","Forward",58,0.685122609716916,0.518600617279508,0.80156926114277,"HR80 mins vs sRPE-TL","practice"
"P13","Forward",63,0.742763602807747,0.606638828225976,0.836573335018916,"HR80 mins vs sRPE-TL","practice"
"P14","Defenseman",40,0.816519733934201,0.677278584128101,0.899291192843699,"HR80 mins vs sRPE-TL","practice"
"P15","Forward",59,0.577837392021757,0.37763528779169,0.726427366945211,"HR80 mins vs sRPE-TL","practice"
"P16","Defenseman",60,0.679814277301896,0.514745846016829,0.796283259156736,"HR80 mins vs sRPE-TL","practice"
"P17","Forward",61,0.748955925039733,0.61269016537642,0.841977491023786,"HR80 mins vs sRPE-TL","practice"
"P18","Forward",63,0.547067977815356,0.346232838005524,0.699957720549914,"HR80 mins vs sRPE-TL","practice"
"P19","Forward",62,0.560767182182746,0.361652713580439,0.710957403275877,"HR80 mins vs sRPE-TL","practice"
"P01","Forward",29,0.433582109626043,0.0797494395461379,0.690379388312578,"TRIMP/min vs sRPE","game"
"P02","Forward",22,0.601392658816747,0.240853034773333,0.816081759828768,"TRIMP/min vs sRPE","game"
"P03","Defenseman",29,0.0915550801515647,-0.284497025306242,0.443189337367686,"TRIMP/min vs sRPE","game"
"P04","Defenseman",8,0.94436694400324,0.71650939096336,0.990134947320638,"TRIMP/min vs sRPE","game"
"P05","Defenseman",1,NA,NA,NA,"TRIMP/min vs sRPE","game"
"P06","Forward",21,0.273026261924288,-0.179859031785799,0.630411580336579,"TRIMP/min vs sRPE","game"
"P07","Defenseman",27,0.525450863345546,0.181723129694528,0.754756131392059,"TRIMP/min vs sRPE","game"
"P08","Defenseman",24,0.101167417484783,-0.315088233180253,0.484779964407101,"TRIMP/min vs sRPE","game"
"P09","Defenseman",22,0.234714961213535,-0.20741923939169,0.597223480246188,"TRIMP/min vs sRPE","game"
"P10","Forward",21,0.13112218485722,-0.318598450087764,0.532658514303965,"TRIMP/min vs sRPE","game"
"P11","Forward",28,0.170296057924796,-0.216538314215089,0.510912887160968,"TRIMP/min vs sRPE","game"
"P12","Forward",28,0.375431055841233,0.00273756309493241,0.656548709282271,"TRIMP/min vs sRPE","game"
"P13","Forward",29,0.164849954771903,-0.214622905133029,0.501081092479014,"TRIMP/min vs sRPE","game"
"P14","Defenseman",22,0.228430114955953,-0.213765692315247,0.592934214382786,"TRIMP/min vs sRPE","game"
"P15","Forward",27,0.326236584861775,-0.0613879144330492,0.628351067429979,"TRIMP/min vs sRPE","game"
"P16","Defenseman",25,0.422929910845505,0.0333766780584563,0.700927019801064,"TRIMP/min vs sRPE","game"
"P17","Forward",11,0.627343456553214,0.0440430678086332,0.891661558344861,"TRIMP/min vs sRPE","game"
"P18","Forward",25,0.658875760291328,0.356576853925245,0.836286115807454,"TRIMP/min vs sRPE","game"
"P19","Forward",28,0.121619304815945,-0.263409392094321,0.473224451580049,"TRIMP/min vs sRPE","game"
"P01","Forward",29,0.467598500778369,0.122001060322095,0.712071193712859,"%HR80 vs sRPE","game"
"P02","Forward",22,0.45091239011587,0.0361825531561198,0.733143958864843,"%HR80 vs sRPE","game"
"P03","Defenseman",29,0.226764242511567,-0.15240813359499,0.547746499328488,"%HR80 vs sRPE","game"
"P04","Defenseman",8,0.85038594321735,0.363595299032051,0.972371268827308,"%HR80 vs sRPE","game"
"P05","Defenseman",1,NA,NA,NA,"%HR80 vs sRPE","game"
"P06","Forward",21,0.368205660417492,-0.0754783693261275,0.690187474991351,"%HR80 vs sRPE","game"
"P07","Defenseman",27,0.561992064906849,0.231396187221738,0.776230494540046,"%HR80 vs sRPE","game"
"P08","Defenseman",24,0.194288351835538,-0.226891004346038,0.554245884194522,"%HR80 vs sRPE","game"
"P09","Defenseman",22,0.347321591641995,-0.0870311500020068,0.67071478030796,"%HR80 vs sRPE","game"
"P10","Forward",21,0.195264284469022,-0.25818574897041,0.578211846901944,"%HR80 vs sRPE","game"
"P11","Forward",28,0.326404461516877,-0.0531440263728382,0.623549312377401,"%HR80 vs sRPE","game"
"P12","Forward",28,0.494788025269324,0.149264410837882,0.732626500079053,"%HR80 vs sRPE","game"
"P13","Forward",29,0.141203493884909,-0.237598345555458,0.482727133936306,"%HR80 vs sRPE","game"
"P14","Defenseman",22,0.279264686072163,-0.161339987484028,0.627044673291967,"%HR80 vs sRPE","game"
"P15","Forward",27,0.537709907856653,0.198194457230784,0.762015668775651,"%HR80 vs sRPE","game"
"P16","Defenseman",25,0.49709689739356,0.12688940550815,0.745749010580525,"%HR80 vs sRPE","game"
"P17","Forward",11,0.586722499737708,-0.0202958416973086,0.877686740963257,"%HR80 vs sRPE","game"
"P18","Forward",25,0.608300192315296,0.280618172971323,0.80898492846569,"%HR80 vs sRPE","game"
"P19","Forward",28,0.197843506996968,-0.189198309240614,0.531676911906488,"%HR80 vs sRPE","game"
"P01","Forward",29,0.370075394595095,0.00412987066001411,0.648607382995578,"HRmean vs sRPE","game"
"P02","Forward",22,0.501478230058726,0.101284002302253,0.761982627231114,"HRmean vs sRPE","game"
"P03","Defenseman",29,0.218900011798699,-0.160480729617153,0.541927849455996,"HRmean vs sRPE","game"
"P04","Defenseman",8,0.934198732993828,0.671726267371056,0.98828146771409,"HRmean vs sRPE","game"
"P05","Defenseman",1,NA,NA,NA,"HRmean vs sRPE","game"
"P06","Forward",21,0.324653549555074,-0.124478759433596,0.663369931799421,"HRmean vs sRPE","game"
"P07","Defenseman",27,0.578047984070831,0.253781196386645,0.785511532554073,"HRmean vs sRPE","game"
"P08","Defenseman",24,0.388895263677379,-0.0171997225597434,0.684852889221262,"HRmean vs sRPE","game"
"P09","Defenseman",22,0.218630607061587,-0.223587340707802,0.586204745909089,"HRmean vs sRPE","game"
"P10","Forward",21,0.137156396435962,-0.313066620309209,0.537045464208994,"HRmean vs sRPE","game"
"P11","Forward",28,0.310596824432708,-0.0706689787442252,0.612678685628149,"HRmean vs sRPE","game"
"P12","Forward",28,0.43210865812421,0.0703772260075557,0.693402352305346,"HRmean vs sRPE","game"
"P13","Forward",29,0.154283768234175,-0.22494141945612,0.492917020816825,"HRmean vs sRPE","game"
"P14","Defenseman",22,0.172385178102528,-0.268756214357295,0.553747765020283,"HRmean vs sRPE","game"
"P15","Forward",27,0.248093703933534,-0.145652217903338,0.573992216120273,"HRmean vs sRPE","game"
"P16","Defenseman",25,0.440552044566958,0.0549943223528921,0.71177942385556,"HRmean vs sRPE","game"
"P17","Forward",11,0.674531715733968,0.125396466537682,0.90728693320385,"HRmean vs sRPE","game"
"P18","Forward",25,0.586858919099258,0.249608838447277,0.797143359374679,"HRmean vs sRPE","game"
"P19","Forward",28,0.0416157218012279,-0.336688588603174,0.408352622443362,"HRmean vs sRPE","game"
"P01","Forward",29,-0.0437090661155564,-0.403746872123586,0.328051878455109,"HRpeak vs sRPE","game"
"P02","Forward",22,-0.00820632965801582,-0.428332805885423,0.414837395653599,"HRpeak vs sRPE","game"
"P03","Defenseman",29,0.0223767196357951,-0.346974564195932,0.385719040488279,"HRpeak vs sRPE","game"
"P04","Defenseman",8,0.730296743340222,0.0527912833335613,0.947412119970292,"HRpeak vs sRPE","game"
"P05","Defenseman",1,NA,NA,NA,"HRpeak vs sRPE","game"
"P06","Forward",21,0.452832324751205,0.0262834866458244,0.739885088649599,"HRpeak vs sRPE","game"
"P07","Defenseman",27,-0.242738988255057,-0.570159082479576,0.151224567708961,"HRpeak vs sRPE","game"
"P08","Defenseman",24,0.132122971850175,-0.286546061933161,0.508421829132669,"HRpeak vs sRPE","game"
"P09","Defenseman",22,-0.0536696675707597,-0.464761679936005,0.376457094270047,"HRpeak vs sRPE","game"
"P10","Forward",21,0.20519694549056,-0.248502375336569,0.585058748025933,"HRpeak vs sRPE","game"
"P11","Forward",28,0.0846699561510194,-0.29781445678031,0.443730155910159,"HRpeak vs sRPE","game"
"P12","Forward",28,0.0247498975201677,-0.351573324066954,0.394187054331505,"HRpeak vs sRPE","game"
"P13","Forward",29,0.0998729756053142,-0.276763351445163,0.44991013710855,"HRpeak vs sRPE","game"
"P14","Defenseman",22,-0.153048830366573,-0.539824213158427,0.287084207177567,"HRpeak vs sRPE","game"
"P15","Forward",27,0.118362347261335,-0.273974826843384,0.476924558844394,"HRpeak vs sRPE","game"
"P16","Defenseman",25,-0.0192508585704679,-0.41125351264605,0.378761128019622,"HRpeak vs sRPE","game"
"P17","Forward",11,0.239901634684887,-0.420485927723838,0.734127612151103,"HRpeak vs sRPE","game"
"P18","Forward",25,0.228282398329465,-0.183390594134042,0.571833131368438,"HRpeak vs sRPE","game"
"P19","Forward",28,0.1071866583253,-0.276965820259513,0.461796852945759,"HRpeak vs sRPE","game"
"P01","Forward",29,0.308805958308621,-0.0650635567386574,0.606651358851556,"TRIMP vs sRPE","game"
"P02","Forward",22,0.447514610511972,0.0319307227719559,0.731169049710012,"TRIMP vs sRPE","game"
"P03","Defenseman",29,0.0890837032025817,-0.286785427957769,0.441184835992012,"TRIMP vs sRPE","game"
"P04","Defenseman",8,0.876484007698133,0.449337356068516,0.977450026495168,"TRIMP vs sRPE","game"
"P05","Defenseman",1,NA,NA,NA,"TRIMP vs sRPE","game"
"P06","Forward",21,0.16005664018212,-0.291791262721634,0.553499724021983,"TRIMP vs sRPE","game"
"P07","Defenseman",27,0.436803003938357,0.0680916567505229,0.700534395534396,"TRIMP vs sRPE","game"
"P08","Defenseman",24,0.0616735528112828,-0.350441765492021,0.453780694298066,"TRIMP vs sRPE","game"
"P09","Defenseman",22,0.107273950339927,-0.32922453321145,0.505997349660995,"TRIMP vs sRPE","game"
"P10","Forward",21,0.11689150461573,-0.331524155203324,0.522226466522009,"TRIMP vs sRPE","game"
"P11","Forward",28,0.240878473928982,-0.145251670526888,0.563330986726798,"TRIMP vs sRPE","game"
"P12","Forward",28,0.361563388369253,-0.0133087734403227,0.647322380637418,"TRIMP vs sRPE","game"
"P13","Forward",29,0.0439208095774707,-0.327862545787862,0.403924424633501,"TRIMP vs sRPE","game"
"P14","Defenseman",22,0.0619149068405852,-0.369334594026734,0.471222629940919,"TRIMP vs sRPE","game"
"P15","Forward",27,0.403278790320827,0.0274754858874383,0.679203718321757,"TRIMP vs sRPE","game"
"P16","Defenseman",25,0.44225540402575,0.0571032236580655,0.712821601022426,"TRIMP vs sRPE","game"
"P17","Forward",11,0.587936977000111,-0.0184424968784409,0.878111858829705,"TRIMP vs sRPE","game"
"P18","Forward",25,0.482183341006638,0.107541925297045,0.736913415612929,"TRIMP vs sRPE","game"
"P19","Forward",28,-0.0614686036135981,-0.424803713479671,0.318922009667949,"TRIMP vs sRPE","game"
"P01","Forward",29,0.443275963616769,0.0916619805622599,0.696608435477668,"HR80 mins vs sRPE","game"
"P02","Forward",22,0.413617126379893,-0.00967922748696087,0.711202839923643,"HR80 mins vs sRPE","game"
"P03","Defenseman",29,0.242154291585775,-0.136462564806503,0.559044274215273,"HR80 mins vs sRPE","game"
"P04","Defenseman",8,0.885070698535331,0.479380155349374,0.979095867430031,"HR80 mins vs sRPE","game"
"P05","Defenseman",1,NA,NA,NA,"HR80 mins vs sRPE","game"
"P06","Forward",21,0.286293628058006,-0.165896115345321,0.639006163445416,"HR80 mins vs sRPE","game"
"P07","Defenseman",27,0.517921371609194,0.171701177209394,0.750269315647841,"HR80 mins vs sRPE","game"
"P08","Defenseman",24,0.138762226308848,-0.280326079288934,0.513419642375599,"HR80 mins vs sRPE","game"
"P09","Defenseman",22,0.326617339522497,-0.110160752995608,0.657662601667235,"HR80 mins vs sRPE","game"
"P10","Forward",21,0.206492054876507,-0.24723305168536,0.585947535420285,"HR80 mins vs sRPE","game"
"P11","Forward",28,0.304381256012052,-0.0774959258059868,0.608372813354358,"HR80 mins vs sRPE","game"
"P12","Forward",28,0.561988415151173,0.23902707772387,0.77299534326133,"HR80 mins vs sRPE","game"
"P13","Forward",29,0.0935327862263086,-0.282662651313454,0.444790899822153,"HR80 mins vs sRPE","game"
"P14","Defenseman",22,0.287131336061068,-0.152998670330069,0.632206734405831,"HR80 mins vs sRPE","game"
"P15","Forward",27,0.459248100270135,0.0959856093815925,0.714557071589231,"HR80 mins vs sRPE","game"
"P16","Defenseman",25,0.478107356386425,0.102303034255809,0.734483342301165,"HR80 mins vs sRPE","game"
"P17","Forward",11,0.573835974086795,-0.0397075713361532,0.873147532426603,"HR80 mins vs sRPE","game"
"P18","Forward",25,0.581859950836685,0.242477187138751,0.794359081646015,"HR80 mins vs sRPE","game"
"P19","Forward",28,0.169745331175198,-0.217078776701265,0.510493681798097,"HR80 mins vs sRPE","game"
"P01","Forward",11,0.335802484239082,-0.330685697450711,0.778797003438639,"TRIMP vs sRPE-TL","game"
"P02","Forward",10,0.663009898404615,0.0573058283530017,0.91194581436281,"TRIMP vs sRPE-TL","game"
"P03","Defenseman",11,0.277424898395029,-0.386825760679886,0.752130204301398,"TRIMP vs sRPE-TL","game"
"P04","Defenseman",1,NA,NA,NA,"TRIMP vs sRPE-TL","game"
"P05","Defenseman",1,NA,NA,NA,"TRIMP vs sRPE-TL","game"
"P06","Forward",8,0.306555854198783,-0.507816388921954,0.83158783780261,"TRIMP vs sRPE-TL","game"
"P07","Defenseman",10,0.656798602799729,0.0463325625950832,0.910074719976161,"TRIMP vs sRPE-TL","game"
"P08","Defenseman",10,0.10802268826667,-0.559668890376311,0.690673568006509,"TRIMP vs sRPE-TL","game"
"P09","Defenseman",11,0.105160854031563,-0.528023671535743,0.6631990381505,"TRIMP vs sRPE-TL","game"
"P10","Forward",9,0.353469292923552,-0.405947137760061,0.824129400883681,"TRIMP vs sRPE-TL","game"
"P11","Forward",10,-0.193077857685966,-0.733531062758941,0.496962650111502,"TRIMP vs sRPE-TL","game"
"P12","Forward",10,0.695781440027661,0.117731011015753,0.921649439659709,"TRIMP vs sRPE-TL","game"
"P13","Forward",11,0.264105938783359,-0.398979640065889,0.745820239009665,"TRIMP vs sRPE-TL","game"
"P14","Defenseman",5,0.352060225653369,-0.769095729943912,0.941794880105942,"TRIMP vs sRPE-TL","game"
"P15","Forward",9,0.910964632318294,0.624905170584302,0.98136747183543,"TRIMP vs sRPE-TL","game"
"P16","Defenseman",10,0.0851566255587347,-0.575316324540226,0.678408783228963,"TRIMP vs sRPE-TL","game"
"P17","Forward",2,NA,NA,NA,"TRIMP vs sRPE-TL","game"
"P18","Forward",8,0.356404861427149,-0.465069821225834,0.848082770949449,"TRIMP vs sRPE-TL","game"
"P19","Forward",11,0.33941714184521,-0.327047266676156,0.780397158111973,"TRIMP vs sRPE-TL","game"
"P01","Forward",11,0.655853624391237,0.0922871711878758,0.901177996802023,"HR80 mins vs sRPE-TL","game"
"P02","Forward",10,0.669516049793762,0.0689591125312179,0.913894691515358,"HR80 mins vs sRPE-TL","game"
"P03","Defenseman",11,0.534276269009644,-0.0965395827971198,0.858880844459848,"HR80 mins vs sRPE-TL","game"
"P04","Defenseman",1,NA,NA,NA,"HR80 mins vs sRPE-TL","game"
"P05","Defenseman",1,NA,NA,NA,"HR80 mins vs sRPE-TL","game"
"P06","Forward",8,0.592788081664252,-0.192150127105482,0.915173265523614,"HR80 mins vs sRPE-TL","game"
"P07","Defenseman",10,0.69584725822051,0.117856834212416,0.921668648189498,"HR80 mins vs sRPE-TL","game"
"P08","Defenseman",10,0.25742519710465,-0.444197354261921,0.763329735743498,"HR80 mins vs sRPE-TL","game"
"P09","Defenseman",11,0.225657090883332,-0.432805030276263,0.727106561042543,"HR80 mins vs sRPE-TL","game"
"P10","Forward",9,0.610403859137705,-0.0903401675602674,0.906888771757909,"HR80 mins vs sRPE-TL","game"
"P11","Forward",10,0.0816158093926772,-0.577696865640862,0.676479544181626,"HR80 mins vs sRPE-TL","game"
"P12","Forward",10,0.835745496064551,0.435040926434182,0.960139394880003,"HR80 mins vs sRPE-TL","game"
"P13","Forward",11,0.412830494456274,-0.248612611595739,0.811692532258796,"HR80 mins vs sRPE-TL","game"
"P14","Defenseman",5,0.80405507979731,-0.269128941128159,0.986504375827864,"HR80 mins vs sRPE-TL","game"
"P15","Forward",9,0.863793637597448,0.468344168137655,0.97092850996485,"HR80 mins vs sRPE-TL","game"
"P16","Defenseman",10,0.385071458355621,-0.322823843780627,0.816690286064942,"HR80 mins vs sRPE-TL","game"
"P17","Forward",2,NA,NA,NA,"HR80 mins vs sRPE-TL","game"
"P18","Forward",8,0.498804540372622,-0.317450271698558,0.89047929090331,"HR80 mins vs sRPE-TL","game"
"P19","Forward",11,0.591082128079002,-0.013623412413067,0.879210667792258,"HR80 mins vs sRPE-TL","game"
